date,total_revenue,total_units
2018-03-30,1243977.0,669.0
2018-03-31,1670738.0,898.0
2018-04-01,1777585.0,914.0
2018-04-02,1811464.0,703.0
2018-04-03,2298752.0,670.0
2018-04-04,1508292.0,616.0
2018-04-05,2059273.0,618.0
2018-04-06,2453721.0,641.0
2018-04-07,1903322.0,978.0
2018-04-08,2662800.0,939.0
2018-04-09,1612518.0,631.0
2018-04-10,1458869.0,659.0
2018-04-11,1298933.0,659.0
2018-04-12,1783025.0,572.0
2018-04-13,1267794.0,675.0
2018-04-14,2993363.0,895.0
2018-04-15,2202630.0,899.0
2018-04-16,1246768.0,652.0
2018-04-17,1255355.0,621.0
2018-04-18,3300641.0,680.0
2018-04-19,1660846.0,677.0
2018-04-20,1238303.0,663.0
2018-04-21,1880193.0,954.0
2018-04-22,2319428.0,904.0
2018-04-23,2343787.0,675.0
2018-04-24,1191350.0,632.0
2018-04-25,2370958.0,676.0
2018-04-26,1228434.0,635.0
2018-04-27,1811506.0,699.0
2018-04-28,1684157.0,913.0
2018-04-29,1702447.0,921.0
2018-04-30,1267178.0,656.0
2018-05-01,1801741.0,672.0
2018-05-02,1767853.0,730.0
2018-05-03,1276390.0,673.0
2018-05-04,1670576.0,661.0
2018-05-05,3597987.0,935.0
2018-05-06,1767509.0,944.0
2018-05-07,1650305.0,564.0
2018-05-08,1264448.0,630.0
2018-05-09,1211305.0,630.0
2018-05-10,1602147.0,676.0
2018-05-11,1215782.0,630.0
2018-05-12,1567959.0,791.0
2018-05-13,1635054.0,774.0
2018-05-14,1647661.0,661.0
2018-05-15,1291290.0,698.0
2018-05-16,1678726.0,731.0
2018-05-17,1689449.0,664.0
2018-05-18,2984561.0,632.0
2018-05-19,2355680.0,908.0
2018-05-20,2118860.0,910.0
2018-05-21,1333104.0,648.0
2018-05-22,1276684.0,631.0
2018-05-23,1819815.0,632.0
2018-05-24,1322486.0,658.0
2018-05-25,1942267.0,676.0
2018-05-26,1713857.0,916.0
2018-05-27,3106326.0,909.0
2018-05-28,1332107.0,680.0
2018-05-29,1750296.0,655.0
2018-05-30,1868006.0,643.0
2018-05-31,1263839.0,662.0
2018-06-01,1344766.0,714.0
2018-06-02,2267153.0,974.0
2018-06-03,1867150.0,972.0
2018-06-04,1926086.0,745.0
2018-06-05,1346093.0,691.0
2018-06-06,1787823.0,672.0
2018-06-07,1386235.0,736.0
2018-06-08,2170126.0,780.0
2018-06-09,2454937.0,1013.0
2018-06-10,2340112.0,944.0
2018-06-11,1501104.0,769.0
2018-06-12,1514251.0,754.0
2018-06-13,1450401.0,759.0
2018-06-14,1446432.0,746.0
2018-06-15,1389010.0,720.0
2018-06-16,4380061.0,997.0
2018-06-17,1916420.0,1028.0
2018-06-18,1767007.0,809.0
2018-06-19,1525021.0,790.0
2018-06-20,1989155.0,738.0
2018-06-21,1538881.0,799.0
2018-06-22,1516942.0,768.0
2018-06-23,4510359.0,1066.0
2018-06-24,1951423.0,1017.0
2018-06-25,1595610.0,764.0
2018-06-26,2683069.0,738.0
2018-06-27,2039182.0,793.0
2018-06-28,1459806.0,721.0
2018-06-29,1531728.0,795.0
2018-06-30,2610751.0,1057.0
2018-07-01,2772489.0,1009.0
2018-07-02,1514696.0,796.0
2018-07-03,2036911.0,770.0
2018-07-04,1498156.0,737.0
2018-07-05,1526069.0,785.0
2018-07-06,1447281.0,765.0
2018-07-07,3466841.0,1020.0
2018-07-08,2220660.0,1007.0
2018-07-09,1414420.0,740.0
2018-07-10,2813630.0,734.0
2018-07-11,2001246.0,754.0
2018-07-12,2795427.0,684.0
2018-07-13,1340640.0,679.0
2018-07-14,3195392.0,1020.0
2018-07-15,2214327.0,976.0
2018-07-16,1752670.0,812.0
2018-07-17,1414141.0,716.0
2018-07-18,1706194.0,756.0
2018-07-19,1421638.0,684.0
2018-07-20,3565053.0,751.0
2018-07-21,1914100.0,1006.0
2018-07-22,3987038.0,1032.0
2018-07-23,1396741.0,745.0
2018-07-24,1582754.0,803.0
2018-07-25,2896485.0,715.0
2018-07-26,1431437.0,735.0
2018-07-27,1441047.0,733.0
2018-07-28,1953154.0,998.0
2018-07-29,1969391.0,1012.0
2018-07-30,1364539.0,725.0
2018-07-31,3129866.0,696.0
2018-08-01,1367194.0,715.0
2018-08-02,1489727.0,749.0
2018-08-03,2630200.0,750.0
2018-08-04,1931508.0,1016.0
2018-08-05,2012367.0,1021.0
2018-08-06,1550567.0,644.0
2018-08-07,2337682.0,778.0
2018-08-08,3062898.0,765.0
2018-08-09,1502240.0,776.0
2018-08-10,1435204.0,734.0
2018-08-11,1934856.0,997.0
2018-08-12,1987449.0,951.0
2018-08-13,1417070.0,740.0
2018-08-14,1970195.0,756.0
2018-08-15,1408468.0,743.0
2018-08-16,1369088.0,699.0
2018-08-17,3244945.0,757.0
2018-08-18,2391050.0,989.0
2018-08-19,2505126.0,1009.0
2018-08-20,1427719.0,742.0
2018-08-21,2187435.0,785.0
2018-08-22,1453222.0,769.0
2018-08-23,1453756.0,745.0
2018-08-24,1963334.0,757.0
2018-08-25,1934192.0,1009.0
2018-08-26,3123134.0,1016.0
2018-08-27,1679966.0,748.0
2018-08-28,1493010.0,735.0
2018-08-29,1489602.0,744.0
2018-08-30,1519555.0,773.0
2018-08-31,2103894.0,714.0
2018-09-01,1870330.0,920.0
2018-09-02,1837832.0,963.0
2018-09-03,1335877.0,702.0
2018-09-04,1578268.0,694.0
2018-09-05,2163184.0,699.0
2018-09-06,1291642.0,690.0
2018-09-07,2425343.0,650.0
2018-09-08,1637186.0,905.0
2018-09-09,1708604.0,877.0
2018-09-10,1353417.0,671.0
2018-09-11,2055060.0,678.0
2018-09-12,2233574.0,735.0
2018-09-13,1881047.0,680.0
2018-09-14,1717526.0,695.0
2018-09-15,3339365.0,1623.0
2018-09-16,3291186.0,1589.0
2018-09-17,2825305.0,1327.0
2018-09-18,7846942.0,1336.0
2018-09-19,2871442.0,1345.0
2018-09-20,1361030.0,690.0
2018-09-21,1322683.0,674.0
2018-09-22,2198418.0,957.0
2018-09-23,1669183.0,915.0
2018-09-24,1282709.0,677.0
2018-09-25,1349225.0,646.0
2018-09-26,1229039.0,654.0
2018-09-27,1354401.0,705.0
2018-09-28,1260769.0,660.0
2018-09-29,2989766.0,902.0
2018-09-30,1981966.0,952.0
2018-10-01,1237149.0,653.0
2018-10-02,1678922.0,710.0
2018-10-03,1183514.0,646.0
2018-10-04,1681310.0,687.0
2018-10-05,1210770.0,646.0
2018-10-06,1751135.0,916.0
2018-10-07,3451056.0,981.0
2018-10-08,1629172.0,677.0
2018-10-09,1278419.0,631.0
2018-10-10,1256177.0,660.0
2018-10-11,1123317.0,603.0
2018-10-12,1267343.0,663.0
2018-10-13,1595906.0,845.0
2018-10-14,2329934.0,895.0
2018-10-15,1321328.0,673.0
2018-10-16,1688735.0,653.0
2018-10-17,1487979.0,578.0
2018-10-18,2215027.0,616.0
2018-10-19,2837738.0,664.0
2018-10-20,2407272.0,963.0
2018-10-21,2123186.0,961.0
2018-10-22,1329535.0,657.0
2018-10-23,1355235.0,710.0
2018-10-24,1250282.0,649.0
2018-10-25,1654091.0,712.0
2018-10-26,1208130.0,631.0
2018-10-27,2599650.0,897.0
2018-10-28,2564558.0,925.0
2018-10-29,1628916.0,677.0
2018-10-30,1798546.0,657.0
2018-10-31,1224321.0,640.0
2018-11-01,1861431.0,629.0
2018-11-02,1378814.0,696.0
2018-11-03,1932112.0,982.0
2018-11-04,1790404.0,951.0
2018-11-05,1770813.0,669.0
2018-11-06,1341345.0,671.0
2018-11-07,1298502.0,671.0
2018-11-08,1227081.0,651.0
2018-11-09,1291528.0,668.0
2018-11-10,1820679.0,931.0
2018-11-11,1698423.0,886.0
2018-11-12,1394290.0,691.0
2018-11-13,1238032.0,629.0
2018-11-14,1316009.0,674.0
2018-11-15,1309749.0,596.0
2018-11-16,1885315.0,696.0
2018-11-17,3419855.0,977.0
2018-11-18,2932809.0,924.0
2018-11-19,1234389.0,643.0
2018-11-20,2352787.0,672.0
2018-11-21,1792057.0,683.0
2018-11-22,2767056.0,667.0
2018-11-23,1347763.0,690.0
2018-11-24,1799016.0,865.0
2018-11-25,1785764.0,942.0
2018-11-26,2093911.0,684.0
2018-11-27,1802317.0,676.0
2018-11-28,1580848.0,628.0
2018-11-29,1335061.0,678.0
2018-11-30,1658673.0,672.0
2018-12-01,2972070.0,946.0
2018-12-02,1690793.0,896.0
2018-12-03,1934439.0,641.0
2018-12-04,1993087.0,650.0
2018-12-05,2563732.0,696.0
2018-12-06,1803707.0,636.0
2018-12-07,1619744.0,707.0
2018-12-08,1836772.0,857.0
2018-12-09,1796171.0,945.0
2018-12-10,2107647.0,711.0
2018-12-11,1476524.0,701.0
2018-12-12,2171057.0,692.0
2018-12-13,1360722.0,640.0
2018-12-14,1438368.0,676.0
2018-12-15,2069121.0,901.0
2018-12-16,1806332.0,886.0
2018-12-17,2775595.0,673.0
2018-12-18,2129783.0,673.0
2018-12-19,1772980.0,634.0
2018-12-20,2162872.0,708.0
2018-12-21,1482853.0,654.0
2018-12-22,3453163.0,932.0
2018-12-23,1865528.0,940.0
2018-12-24,1402689.0,660.0
2018-12-25,1426941.0,681.0
2018-12-26,1635993.0,625.0
2018-12-27,1575664.0,668.0
2018-12-28,1450384.0,693.0
2018-12-29,3138993.0,856.0
2018-12-30,2424639.0,943.0
2018-12-31,1796443.0,708.0
2019-01-01,3466908.0,697.0
2019-01-02,1952120.0,591.0
2019-01-03,2549183.0,681.0
2019-01-04,1329905.0,672.0
2019-01-05,3356498.0,920.0
2019-01-06,1778084.0,909.0
2019-01-07,1973604.0,649.0
2019-01-08,1323190.0,654.0
2019-01-09,1318031.0,649.0
2019-01-10,1362559.0,685.0
2019-01-11,2581450.0,671.0
2019-01-12,2994159.0,901.0
2019-01-13,1794382.0,906.0
2019-01-14,1274410.0,621.0
2019-01-15,1902370.0,634.0
2019-01-16,2057655.0,640.0
2019-01-17,2533265.0,611.0
2019-01-18,1282915.0,638.0
2019-01-19,2301214.0,954.0
2019-01-20,4322840.0,951.0
2019-01-21,1657056.0,682.0
2019-01-22,1865420.0,661.0
2019-01-23,2709872.0,660.0
2019-01-24,1252566.0,651.0
2019-01-25,1404701.0,700.0
2019-01-26,1865579.0,967.0
2019-01-27,1806767.0,912.0
2019-01-28,1661646.0,641.0
2019-01-29,1237933.0,632.0
2019-01-30,1388206.0,710.0
2019-01-31,1321119.0,658.0
2019-02-01,2353813.0,692.0
2019-02-02,1739364.0,884.0
2019-02-03,3201545.0,958.0
2019-02-04,1616529.0,689.0
2019-02-05,1408194.0,702.0
2019-02-06,1452768.0,710.0
2019-02-07,1718967.0,648.0
2019-02-08,1403020.0,721.0
2019-02-09,1962979.0,920.0
2019-02-10,2150394.0,937.0
2019-02-11,1599502.0,702.0
2019-02-12,1369980.0,681.0
2019-02-13,1277321.0,670.0
2019-02-14,1288964.0,674.0
2019-02-15,1974159.0,643.0
2019-02-16,2753083.0,926.0
2019-02-17,2838305.0,890.0
2019-02-18,3186950.0,651.0
2019-02-19,1349217.0,688.0
2019-02-20,1336050.0,675.0
2019-02-21,1252606.0,601.0
2019-02-22,1318478.0,659.0
2019-02-23,2481754.0,957.0
2019-02-24,2374808.0,839.0
2019-02-25,1825121.0,687.0
2019-02-26,1367450.0,681.0
2019-02-27,1358258.0,698.0
2019-02-28,1513528.0,715.0
2019-03-01,1350436.0,674.0
2019-03-02,2134596.0,904.0
2019-03-03,1820345.0,907.0
2019-03-04,1519433.0,666.0
2019-03-05,1678682.0,681.0
2019-03-06,2724460.0,640.0
2019-03-07,1437027.0,657.0
2019-03-08,1541948.0,679.0
2019-03-09,2789829.0,948.0
2019-03-10,1725729.0,890.0
2019-03-11,1950975.0,637.0
2019-03-12,2247904.0,673.0
2019-03-13,1991605.0,630.0
2019-03-14,3285437.0,658.0
2019-03-15,1547306.0,611.0
2019-03-16,1901249.0,983.0
2019-03-17,2401058.0,997.0
2019-03-18,1702424.0,603.0
2019-03-19,1302058.0,643.0
2019-03-20,1829457.0,647.0
2019-03-21,1860359.0,672.0
2019-03-22,2212775.0,707.0
2019-03-23,1865778.0,933.0
2019-03-24,1814513.0,929.0
2019-03-25,1897050.0,656.0
2019-03-26,2161786.0,670.0
2019-03-27,2200375.0,670.0
2019-03-28,1374122.0,657.0
2019-03-29,1778691.0,549.0
2019-03-30,1900903.0,957.0
2019-03-31,3000997.0,904.0
2019-04-01,1277968.0,636.0
2019-04-02,1329720.0,676.0
2019-04-03,1461976.0,725.0
2019-04-04,1313097.0,641.0
2019-04-05,1265273.0,636.0
2019-04-06,1924867.0,973.0
2019-04-07,4703028.0,934.0
2019-04-08,1276732.0,661.0
2019-04-09,1397501.0,663.0
2019-04-10,1561248.0,683.0
2019-04-11,1294828.0,639.0
2019-04-12,1401696.0,694.0
2019-04-13,1667608.0,879.0
2019-04-14,2719376.0,974.0
2019-04-15,1295026.0,642.0
2019-04-16,1503475.0,648.0
2019-04-17,2153409.0,674.0
2019-04-18,1652387.0,610.0
2019-04-19,1218838.0,620.0
2019-04-20,1868792.0,924.0
2019-04-21,1974501.0,948.0
2019-04-22,1434491.0,689.0
2019-04-23,1352067.0,672.0
2019-04-24,1394487.0,682.0
2019-04-25,1344360.0,653.0
2019-04-26,1409756.0,685.0
2019-04-27,1688690.0,864.0
2019-04-28,1885386.0,952.0
2019-04-29,2886813.0,688.0
2019-04-30,3609589.0,700.0
2019-05-01,2078125.0,701.0
2019-05-02,1272745.0,651.0
2019-05-03,2556359.0,665.0
2019-05-04,2588836.0,958.0
2019-05-05,2189330.0,915.0
2019-05-06,1373669.0,666.0
2019-05-07,1342311.0,678.0
2019-05-08,1675760.0,670.0
2019-05-09,1242809.0,627.0
2019-05-10,1964172.0,681.0
2019-05-11,1787675.0,923.0
2019-05-12,1829862.0,916.0
2019-05-13,1806968.0,608.0
2019-05-14,1355770.0,678.0
2019-05-15,1942396.0,655.0
2019-05-16,2079083.0,685.0
2019-05-17,1250066.0,627.0
2019-05-18,1780688.0,895.0
2019-05-19,1913566.0,939.0
2019-05-20,1347780.0,656.0
2019-05-21,1436196.0,659.0
2019-05-22,1977721.0,660.0
2019-05-23,1267001.0,634.0
2019-05-24,1360998.0,676.0
2019-05-25,1838211.0,909.0
2019-05-26,1931817.0,949.0
2019-05-27,1385500.0,646.0
2019-05-28,1351823.0,679.0
2019-05-29,1320456.0,648.0
2019-05-30,1405512.0,701.0
2019-05-31,2077437.0,677.0
2019-06-01,3367874.0,1013.0
2019-06-02,2539470.0,1041.0
2019-06-03,1426053.0,676.0
2019-06-04,2623313.0,717.0
2019-06-05,2771176.0,677.0
2019-06-06,1571619.0,716.0
2019-06-07,1504043.0,741.0
2019-06-08,2025069.0,1013.0
2019-06-09,2169601.0,1083.0
2019-06-10,1940184.0,708.0
2019-06-11,1572252.0,795.0
2019-06-12,1847870.0,732.0
2019-06-13,1798557.0,787.0
2019-06-14,1453149.0,702.0
2019-06-15,3466835.0,999.0
2019-06-16,4376157.0,1033.0
2019-06-17,2700179.0,761.0
2019-06-18,2164637.0,769.0
2019-06-19,3024687.0,790.0
2019-06-20,1602729.0,789.0
2019-06-21,2788268.0,727.0
2019-06-22,3562664.0,1005.0
2019-06-23,2952693.0,1031.0
2019-06-24,3004892.0,726.0
2019-06-25,1888491.0,748.0
2019-06-26,1544431.0,785.0
2019-06-27,2651605.0,750.0
2019-06-28,3390049.0,742.0
2019-06-29,2122908.0,1027.0
2019-06-30,2458600.0,882.0
2019-07-01,1516532.0,737.0
2019-07-02,1536612.0,739.0
2019-07-03,1407513.0,683.0
2019-07-04,1512903.0,720.0
2019-07-05,2131372.0,732.0
2019-07-06,1996132.0,963.0
2019-07-07,1919916.0,963.0
2019-07-08,1584882.0,768.0
2019-07-09,1534029.0,751.0
2019-07-10,2269046.0,727.0
2019-07-11,1580096.0,769.0
2019-07-12,1865530.0,748.0
2019-07-13,2281140.0,1011.0
2019-07-14,2075229.0,1053.0
2019-07-15,2216488.0,799.0
2019-07-16,1597004.0,782.0
2019-07-17,2433828.0,742.0
2019-07-18,1637917.0,763.0
2019-07-19,1597169.0,789.0
2019-07-20,2706610.0,998.0
2019-07-21,2054535.0,1024.0
2019-07-22,1627165.0,786.0
2019-07-23,1593776.0,791.0
2019-07-24,1843110.0,752.0
2019-07-25,1398408.0,650.0
2019-07-26,1883661.0,763.0
2019-07-27,2340576.0,953.0
2019-07-28,2587719.0,884.0
2019-07-29,2118780.0,740.0
2019-07-30,1563218.0,757.0
2019-07-31,1595517.0,751.0
2019-08-01,1611965.0,778.0
2019-08-02,1569576.0,765.0
2019-08-03,4462569.0,1058.0
2019-08-04,2029872.0,990.0
2019-08-05,2112384.0,781.0
2019-08-06,1597722.0,779.0
2019-08-07,2273385.0,731.0
2019-08-08,1590116.0,767.0
2019-08-09,2585902.0,761.0
2019-08-10,3525789.0,960.0
2019-08-11,1941347.0,967.0
2019-08-12,2297978.0,767.0
2019-08-13,2060587.0,754.0
2019-08-14,2157479.0,748.0
2019-08-15,1444880.0,700.0
2019-08-16,1756937.0,722.0
2019-08-17,3481048.0,1020.0
2019-08-18,2628565.0,985.0
2019-08-19,1565592.0,742.0
2019-08-20,1759941.0,656.0
2019-08-21,1499619.0,743.0
2019-08-22,2709157.0,755.0
2019-08-23,2358329.0,774.0
2019-08-24,2058449.0,1019.0
2019-08-25,1976782.0,986.0
2019-08-26,1621482.0,778.0
2019-08-27,2688789.0,679.0
2019-08-28,1741792.0,718.0
2019-08-29,1565224.0,780.0
2019-08-30,1418102.0,701.0
2019-08-31,2630121.0,955.0
2019-09-01,2550389.0,773.0
2019-09-02,1287725.0,622.0
2019-09-03,1413086.0,671.0
2019-09-04,1324384.0,656.0
2019-09-05,1601840.0,666.0
2019-09-06,1371668.0,689.0
2019-09-07,1751802.0,853.0
2019-09-08,3417096.0,933.0
2019-09-09,1465415.0,725.0
2019-09-10,1256831.0,623.0
2019-09-11,1798247.0,695.0
2019-09-12,1850063.0,661.0
2019-09-13,1277751.0,606.0
2019-09-14,1927724.0,936.0
2019-09-15,3525256.0,1578.0
2019-09-16,9735203.0,1306.0
2019-09-17,3025700.0,1377.0
2019-09-18,3109724.0,1384.0
2019-09-19,4260080.0,1340.0
2019-09-20,2149638.0,648.0
2019-09-21,1800537.0,905.0
2019-09-22,1780866.0,895.0
2019-09-23,1322712.0,642.0
2019-09-24,1385513.0,678.0
2019-09-25,1354951.0,668.0
2019-09-26,2422614.0,681.0
2019-09-27,1558018.0,650.0
2019-09-28,2111239.0,916.0
2019-09-29,1930804.0,924.0
2019-09-30,1488239.0,698.0
2019-10-01,1408795.0,681.0
2019-10-02,1405049.0,691.0
2019-10-03,1377536.0,641.0
2019-10-04,1893994.0,578.0
2019-10-05,2556358.0,1004.0
2019-10-06,1845385.0,786.0
2019-10-07,1267992.0,602.0
2019-10-08,1169823.0,575.0
2019-10-09,2121798.0,658.0
2019-10-10,1875992.0,647.0
2019-10-11,1533626.0,701.0
2019-10-12,2286159.0,985.0
2019-10-13,1945135.0,922.0
2019-10-14,1676204.0,667.0
2019-10-15,1372830.0,652.0
2019-10-16,1336017.0,641.0
2019-10-17,1770599.0,658.0
2019-10-18,1478288.0,716.0
2019-10-19,1949836.0,759.0
2019-10-20,1932170.0,909.0
2019-10-21,1189012.0,534.0
2019-10-22,1263240.0,643.0
2019-10-23,1640628.0,628.0
2019-10-24,1800280.0,664.0
2019-10-25,1436796.0,688.0
2019-10-26,1882592.0,926.0
2019-10-27,1767826.0,855.0
2019-10-28,1331691.0,620.0
2019-10-29,1265280.0,612.0
2019-10-30,1754568.0,669.0
2019-10-31,2225924.0,729.0
2019-11-01,1722672.0,643.0
2019-11-02,3818143.0,879.0
2019-11-03,3158324.0,972.0
2019-11-04,1988915.0,638.0
2019-11-05,1275285.0,625.0
2019-11-06,1928905.0,670.0
2019-11-07,2245346.0,623.0
2019-11-08,2394736.0,639.0
2019-11-09,2935136.0,876.0
2019-11-10,3363015.0,908.0
2019-11-11,1682343.0,623.0
2019-11-12,1627764.0,720.0
2019-11-13,2885709.0,731.0
2019-11-14,1300932.0,636.0
2019-11-15,1454734.0,715.0
2019-11-16,2923576.0,951.0
2019-11-17,2668954.0,940.0
2019-11-18,1725100.0,681.0
2019-11-19,1868510.0,668.0
2019-11-20,2050264.0,696.0
2019-11-21,1610664.0,630.0
2019-11-22,1465419.0,682.0
2019-11-23,2142483.0,924.0
2019-11-24,3180678.0,962.0
2019-11-25,1635251.0,583.0
2019-11-26,1348622.0,626.0
2019-11-27,1498529.0,708.0
2019-11-28,1349014.0,654.0
2019-11-29,2944598.0,659.0
2019-11-30,2581965.0,977.0
2019-12-01,2055919.0,940.0
2019-12-02,2380568.0,670.0
2019-12-03,1489522.0,681.0
2019-12-04,1696243.0,697.0
2019-12-05,1716581.0,706.0
2019-12-06,1704216.0,743.0
2019-12-07,2143038.0,971.0
2019-12-08,1761815.0,899.0
2019-12-09,3036282.0,698.0
2019-12-10,1706837.0,719.0
2019-12-11,1600079.0,656.0
2019-12-12,2505611.0,658.0
2019-12-13,2164317.0,703.0
2019-12-14,1903206.0,911.0
2019-12-15,2541914.0,879.0
2019-12-16,2596561.0,567.0
2019-12-17,1545180.0,653.0
2019-12-18,1575740.0,676.0
2019-12-19,2073212.0,725.0
2019-12-20,1631769.0,641.0
2019-12-21,1991273.0,963.0
2019-12-22,1936901.0,925.0
2019-12-23,1652977.0,641.0
2019-12-24,1721910.0,730.0
2019-12-25,1555610.0,691.0
2019-12-26,1661488.0,684.0
2019-12-27,1469926.0,659.0
2019-12-28,3428659.0,951.0
2019-12-29,2480815.0,936.0
2019-12-30,1291458.0,543.0
2019-12-31,1972299.0,659.0
2020-01-01,2281355.0,668.0
2020-01-02,1508569.0,689.0
2020-01-03,1829380.0,680.0
2020-01-04,1998195.0,933.0
2020-01-05,2393905.0,879.0
2020-01-06,2657172.0,677.0
2020-01-07,2998591.0,636.0
2020-01-08,1659060.0,672.0
2020-01-09,1583350.0,760.0
2020-01-10,1409438.0,648.0
2020-01-11,4564174.0,988.0
2020-01-12,2446222.0,966.0
2020-01-13,1300801.0,652.0
2020-01-14,1382793.0,637.0
2020-01-15,1605285.0,639.0
2020-01-16,1449926.0,672.0
2020-01-17,2122850.0,649.0
2020-01-18,2781505.0,889.0
2020-01-19,2021251.0,983.0
2020-01-20,2523777.0,656.0
2020-01-21,1405273.0,687.0
2020-01-22,2259643.0,626.0
2020-01-23,1493859.0,698.0
2020-01-24,2248397.0,682.0
2020-01-25,2423359.0,919.0
2020-01-26,2331417.0,890.0
2020-01-27,1436419.0,672.0
2020-01-28,1387044.0,675.0
2020-01-29,1885880.0,631.0
2020-01-30,1679125.0,664.0
2020-01-31,2063587.0,707.0
2020-02-01,1914892.0,915.0
2020-02-02,2000102.0,942.0
2020-02-03,1441795.0,692.0
2020-02-04,1639979.0,705.0
2020-02-05,2040838.0,679.0
2020-02-06,2720995.0,691.0
2020-02-07,1495487.0,707.0
2020-02-08,1904509.0,936.0
2020-02-09,1804992.0,887.0
2020-02-10,2739931.0,626.0
2020-02-11,2054630.0,657.0
2020-02-12,1539365.0,746.0
2020-02-13,2198826.0,658.0
2020-02-14,1466880.0,648.0
2020-02-15,1814935.0,867.0
2020-02-16,3281331.0,912.0
2020-02-17,1514023.0,722.0
2020-02-18,1948863.0,653.0
2020-02-19,1376044.0,656.0
2020-02-20,1526155.0,652.0
2020-02-21,1403817.0,685.0
2020-02-22,2368215.0,916.0
2020-02-23,3748614.0,912.0
2020-02-24,1481937.0,695.0
2020-02-25,1402616.0,660.0
2020-02-26,1471360.0,678.0
2020-02-27,1626872.0,648.0
2020-02-28,2192674.0,672.0
2020-02-29,2677672.0,809.0
2020-03-01,2766826.0,934.0
2020-03-02,2454550.0,653.0
2020-03-03,1930917.0,684.0
2020-03-04,1499774.0,691.0
2020-03-05,1464970.0,675.0
2020-03-06,1645414.0,651.0
2020-03-07,2586403.0,885.0
2020-03-08,1933305.0,892.0
2020-03-09,2789660.0,679.0
2020-03-10,1934486.0,690.0
2020-03-11,1671090.0,674.0
2020-03-12,1433336.0,651.0
2020-03-13,1394369.0,672.0
2020-03-14,1840065.0,887.0
2020-03-15,1897073.0,909.0
2020-03-16,3613250.0,680.0
2020-03-17,1797213.0,691.0
2020-03-18,1984989.0,603.0
2020-03-19,3293891.0,690.0
2020-03-20,1951663.0,683.0
2020-03-21,1834667.0,884.0
2020-03-22,2612820.0,899.0
2020-03-23,1782562.0,671.0
2020-03-24,1354419.0,632.0
2020-03-25,1309346.0,604.0
2020-03-26,1989323.0,655.0
2020-03-27,1426947.0,665.0
2020-03-28,2442352.0,906.0
2020-03-29,3913927.0,902.0
2020-03-30,1444324.0,686.0
2020-03-31,1817205.0,622.0
2020-04-01,1378739.0,650.0
2020-04-02,1366631.0,633.0
2020-04-03,2825045.0,648.0
2020-04-04,2266025.0,903.0
2020-04-05,2061256.0,969.0
2020-04-06,1268328.0,589.0
2020-04-07,1485898.0,705.0
2020-04-08,2054098.0,651.0
2020-04-09,1439998.0,654.0
2020-04-10,1576845.0,689.0
2020-04-11,1978105.0,933.0
2020-04-12,2074814.0,954.0
2020-04-13,1446494.0,594.0
2020-04-14,2702515.0,682.0
2020-04-15,1407090.0,672.0
2020-04-16,1689579.0,681.0
2020-04-17,2441750.0,643.0
2020-04-18,2424624.0,970.0
2020-04-19,2158212.0,917.0
2020-04-20,2160254.0,657.0
2020-04-21,1707460.0,663.0
2020-04-22,1859412.0,649.0
2020-04-23,2332958.0,712.0
2020-04-24,1330166.0,631.0
2020-04-25,2124443.0,976.0
2020-04-26,2446348.0,921.0
2020-04-27,1351799.0,648.0
2020-04-28,1439375.0,668.0
2020-04-29,1445450.0,657.0
2020-04-30,1459072.0,660.0
2020-05-01,2694014.0,647.0
2020-05-02,2259725.0,867.0
2020-05-03,2034265.0,950.0
2020-05-04,1560990.0,712.0
2020-05-05,2550632.0,739.0
2020-05-06,2023359.0,653.0
2020-05-07,1429414.0,687.0
2020-05-08,2136172.0,666.0
2020-05-09,2002130.0,929.0
2020-05-10,1974493.0,932.0
2020-05-11,2072870.0,646.0
2020-05-12,1452992.0,682.0
2020-05-13,1975698.0,656.0
2020-05-14,2259017.0,708.0
2020-05-15,1267468.0,611.0
2020-05-16,1845206.0,838.0
2020-05-17,2147967.0,928.0
2020-05-18,1350661.0,622.0
2020-05-19,1602205.0,609.0
2020-05-20,1555627.0,671.0
2020-05-21,1354568.0,650.0
2020-05-22,1369563.0,629.0
2020-05-23,1991118.0,925.0
2020-05-24,2017425.0,930.0
2020-05-25,1759894.0,632.0
2020-05-26,2174294.0,665.0
2020-05-27,1242495.0,566.0
2020-05-28,1893935.0,685.0
2020-05-29,1431175.0,658.0
2020-05-30,2022062.0,862.0
2020-05-31,2014133.0,932.0
2020-06-01,1581309.0,731.0
2020-06-02,1582276.0,753.0
2020-06-03,1619617.0,742.0
2020-06-04,1744996.0,732.0
2020-06-05,1522440.0,676.0
2020-06-06,2159874.0,1012.0
2020-06-07,2281070.0,1033.0
2020-06-08,2250710.0,748.0
2020-06-09,2564851.0,759.0
2020-06-10,3129039.0,775.0
2020-06-11,4197046.0,737.0
2020-06-12,2128101.0,738.0
2020-06-13,4517264.0,1032.0
2020-06-14,2960370.0,992.0
2020-06-15,1635394.0,720.0
2020-06-16,1575591.0,726.0
2020-06-17,2166698.0,776.0
2020-06-18,2180598.0,783.0
2020-06-19,3278597.0,814.0
2020-06-20,2148965.0,980.0
2020-06-21,2253721.0,1027.0
2020-06-22,1560906.0,700.0
2020-06-23,1793170.0,767.0
2020-06-24,1762274.0,725.0
2020-06-25,3349588.0,747.0
2020-06-26,2277068.0,745.0
